priors_count,two_year_recid,gender_factor,age_factor,race_factor,crime_factor,target,Predictions,,,,,,,,,
1,1,1,1,1,1,1,1,,,,,,,,,
1,0,1,1,2,2,2,1,,,,,,,,,
0,0,1,1,4,2,2,1,,,,,,,,,
1,0,1,3,2,2,2,1,,,,,,,,,
7,1,1,1,2,1,2,2,,,,,,,,,
9,0,1,2,2,1,1,2,,,,,,,,,
0,0,1,2,2,2,1,1,,,,,,,,,
0,0,1,2,2,2,1,1,,,,,,,,,
0,1,1,3,2,1,1,1,,,,,,,,,
0,0,1,1,2,1,2,1,,,,,,,,,
1,0,1,1,4,1,1,1,,,,,,,,,
1,1,1,3,1,1,2,2,,,,,,,,,
1,0,2,1,1,1,1,1,,,,,,,,,
0,0,1,1,2,1,1,1,,,,,,,,,
3,0,2,1,2,2,2,1,,,,,,,,,
7,0,2,2,2,2,1,2,,,,,,,,,
7,1,2,2,2,1,2,2,,,,,,,,,
5,1,1,3,2,1,1,1,,,,,,,,,
3,0,1,2,1,1,1,1,,,,,,,,,
0,1,1,3,4,1,2,2,,,,,,,,,
0,0,1,1,2,1,2,1,,,,,,,,,
7,1,1,1,1,1,2,2,,,,,,,,,
1,0,1,3,2,1,2,1,,,,,,,,,
7,1,1,1,2,1,2,2,,,,,,,,,
0,0,1,1,2,1,1,1,,,,,,,,,
2,0,1,1,1,1,1,1,,,,,,,,,
2,0,2,1,1,2,2,1,,,,,,,,,
6,1,1,1,2,1,2,2,,,,,,,,,
5,1,1,1,1,2,2,2,,,,,,,,,
11,1,2,1,2,1,2,2,,,,,,,,,
0,1,1,1,1,2,1,1,,,,,,,,,
23,1,1,1,2,2,2,2,,,,,,,,,
2,0,1,1,4,2,1,1,,,,,,,,,
1,1,1,2,4,1,1,1,,,,,,,,,
7,1,2,2,1,2,1,2,,,,,,,,,
9,1,1,1,2,1,1,2,,,,,,,,,
0,0,1,2,1,1,1,1,,,,,,,,,
0,1,1,3,4,1,1,2,,,,,,,,,
19,1,1,1,2,1,2,2,,,,,,,,,
1,1,1,3,2,1,2,1,,,,,,,,,
3,0,1,1,1,2,1,1,,,,,,,,,
0,0,1,3,1,2,1,2,,,,,,,,,
2,1,1,1,2,1,2,1,,,,,,,,,
14,1,1,1,2,1,2,2,,,,,,,,,
8,1,1,3,2,1,2,1,,,,,,,,,
0,0,1,1,1,2,1,1,,,,,,,,,
0,0,1,2,4,2,1,1,,,,,,,,,
0,0,1,1,4,1,1,1,,,,,,,,,
1,1,1,1,4,1,1,1,,,,,,,,,
2,0,1,3,2,1,1,1,,,,,,,,,
0,0,1,3,2,1,1,1,,,,,,,,,
1,1,1,1,2,2,2,1,,,,,,,,,
3,0,1,2,1,1,1,1,,,,,,,,,
7,1,1,1,1,1,2,2,,,,,,,,,
1,1,1,2,1,1,1,1,,,,,,,,,
0,0,2,1,1,2,1,1,,,,,,,,,
3,0,1,1,1,1,1,1,,,,,,,,,
0,1,1,1,1,2,1,1,,,,,,,,,
2,1,1,3,4,1,2,2,,,,,,,,,
3,0,1,3,1,2,2,2,,,,,,,,,
10,1,1,1,2,1,2,2,,,,,,,,,
3,1,1,1,2,1,1,1,,,,,,,,,
1,1,1,3,2,1,1,1,,,,,,,,,
1,0,2,1,1,1,2,1,,,,,,,,,
8,1,1,1,2,2,1,2,,,,,,,,,
11,1,1,2,2,2,1,2,,,,,,,,,
1,1,1,1,6,1,1,1,,,,,,,,,
4,1,1,1,2,1,2,1,,,,,,,,,
0,1,1,3,6,1,2,2,,,,,,,,,
0,0,1,2,1,1,1,1,,,,,,,,,
1,1,1,3,2,2,1,1,,,,,,,,,
0,0,1,1,6,2,1,1,,,,,,,,,
10,0,1,1,1,1,2,2,,,,,,,,,
0,0,1,2,2,1,1,1,,,,,,,,,
0,1,1,2,6,2,1,1,,,,,,,,,
11,1,2,3,2,2,2,1,,,,,,,,,
31,1,1,2,2,1,2,2,,,,,,,,,
2,0,2,2,1,1,1,1,,,,,,,,,
2,1,2,1,1,2,1,1,,,,,,,,,
0,1,2,1,2,2,1,1,,,,,,,,,
13,0,1,2,2,2,2,2,,,,,,,,,
0,1,1,1,2,1,1,1,,,,,,,,,
6,1,1,3,2,1,2,1,,,,,,,,,
0,0,1,1,1,1,1,1,,,,,,,,,
0,0,2,3,2,1,1,1,,,,,,,,,
0,0,2,2,1,2,1,1,,,,,,,,,
0,0,1,1,2,1,1,1,,,,,,,,,
1,0,1,3,2,1,2,1,,,,,,,,,
4,1,1,1,2,2,1,1,,,,,,,,,
4,1,1,2,2,1,2,1,,,,,,,,,
3,1,1,1,2,2,2,1,,,,,,,,,
3,0,1,2,1,2,1,1,,,,,,,,,
0,0,1,3,2,1,1,1,,,,,,,,,
14,1,1,1,2,1,2,2,,,,,,,,,
0,0,1,1,4,1,1,1,,,,,,,,,
1,0,1,1,6,1,1,1,,,,,,,,,
1,1,1,3,1,1,2,2,,,,,,,,,
0,1,1,3,2,1,2,1,,,,,,,,,
3,1,1,3,1,2,2,2,,,,,,,,,
2,0,1,1,2,1,2,1,,,,,,,,,
3,1,1,1,4,2,1,1,,,,,,,,,
10,0,1,1,2,1,2,2,,,,,,,,,
12,1,2,1,2,1,2,2,,,,,,,,,
0,0,1,2,6,1,1,1,,,,,,,,,
7,1,1,1,4,1,2,2,,,,,,,,,
0,0,1,3,1,2,1,2,,,,,,,,,
6,1,1,1,2,2,1,2,,,,,,,,,
10,1,1,2,2,1,2,2,,,,,,,,,
15,1,1,2,2,1,2,2,,,,,,,,,
15,1,1,2,2,1,2,2,,,,,,,,,
1,0,1,2,1,2,1,1,,,,,,,,,
3,0,1,1,2,1,1,1,,,,,,,,,
5,1,1,1,2,1,1,2,,,,,,,,,
3,0,1,2,1,1,1,1,,,,,,,,,
4,0,1,1,2,1,1,1,,,,,,,,,
3,1,1,1,1,1,2,1,,,,,,,,,
1,1,1,3,2,1,2,1,,,,,,,,,
8,1,1,1,2,2,2,2,,,,,,,,,
4,1,1,1,2,2,1,1,,,,,,,,,
0,1,1,3,1,2,1,2,,,,,,,,,
0,1,1,3,2,1,1,1,,,,,,,,,
28,1,1,2,2,1,2,2,,,,,,,,,
0,0,1,1,1,2,1,1,,,,,,,,,
9,0,1,1,2,1,2,2,,,,,,,,,
1,1,1,3,2,1,2,1,,,,,,,,,
4,1,1,1,2,1,1,1,,,,,,,,,
6,1,2,1,6,1,2,2,,,,,,,,,
0,0,1,1,4,2,1,1,,,,,,,,,
0,0,1,1,1,1,1,1,,,,,,,,,
1,0,1,1,1,1,1,1,,,,,,,,,
0,0,1,1,6,1,1,1,,,,,,,,,
15,1,1,1,1,1,2,2,,,,,,,,,
0,0,1,1,1,1,1,1,,,,,,,,,
2,1,2,1,1,1,2,1,,,,,,,,,
0,0,1,2,4,2,1,1,,,,,,,,,
5,1,1,3,2,1,2,1,,,,,,,,,
20,0,1,1,2,1,2,2,,,,,,,,,
0,0,1,2,1,2,1,1,,,,,,,,,
6,1,1,2,1,1,1,2,,,,,,,,,
0,1,1,3,2,2,2,1,,,,,,,,,
2,0,1,1,1,1,2,1,,,,,,,,,
0,0,1,1,4,2,1,1,,,,,,,,,
0,0,1,1,1,2,1,1,,,,,,,,,
2,1,1,1,2,1,1,1,,,,,,,,,
0,0,1,1,2,1,1,1,,,,,,,,,
2,0,2,1,2,1,1,1,,,,,,,,,
2,0,1,3,1,1,2,2,,,,,,,,,
0,1,1,1,6,1,1,1,,,,,,,,,
0,0,1,1,2,1,2,1,,,,,,,,,
1,0,1,1,2,2,1,1,,,,,,,,,
2,0,2,1,1,2,1,1,,,,,,,,,
0,1,1,2,1,2,1,1,,,,,,,,,
0,0,2,3,2,1,2,1,,,,,,,,,
6,1,1,1,6,1,2,2,,,,,,,,,
5,0,1,1,2,1,2,2,,,,,,,,,
0,0,1,1,2,1,1,1,,,,,,,,,
0,0,1,1,2,1,2,1,,,,,,,,,
0,0,1,2,4,2,1,1,,,,,,,,,
0,0,1,2,1,1,1,1,,,,,,,,,
0,1,1,3,1,1,1,2,,,,,,,,,
7,1,1,2,2,1,1,2,,,,,,,,,
0,0,2,1,1,2,1,1,,,,,,,,,
5,1,1,1,2,1,1,2,,,,,,,,,
0,1,1,3,2,1,1,1,,,,,,,,,
0,0,2,1,2,1,2,1,,,,,,,,,
1,0,1,2,1,2,2,1,,,,,,,,,
6,0,1,2,1,1,1,2,,,,,,,,,
20,1,1,2,2,1,2,2,,,,,,,,,
11,0,1,1,1,1,2,2,,,,,,,,,
0,0,2,1,2,2,1,1,,,,,,,,,
0,0,1,2,1,2,1,1,,,,,,,,,
2,1,1,3,2,1,2,1,,,,,,,,,
13,1,1,3,2,1,2,1,,,,,,,,,
9,1,1,2,2,1,2,2,,,,,,,,,
5,1,2,3,1,1,2,2,,,,,,,,,
1,0,1,2,2,1,1,1,,,,,,,,,
0,0,1,1,1,1,1,1,,,,,,,,,
0,0,1,2,4,1,1,1,,,,,,,,,
1,0,1,2,4,1,1,1,,,,,,,,,
0,1,1,1,2,1,1,1,,,,,,,,,
1,0,1,1,4,2,1,1,,,,,,,,,
1,1,1,3,2,1,2,1,,,,,,,,,
12,1,1,1,2,1,2,2,,,,,,,,,
0,0,2,3,1,2,2,2,,,,,,,,,
11,0,1,2,1,2,2,2,,,,,,,,,
0,1,1,3,2,1,1,1,,,,,,,,,
4,1,2,3,1,2,2,2,,,,,,,,,
0,1,1,3,2,1,2,1,,,,,,,,,
6,0,1,1,2,1,1,2,,,,,,,,,
4,1,2,1,1,1,1,1,,,,,,,,,
4,0,1,1,1,2,2,1,,,,,,,,,
1,1,1,1,6,1,1,1,,,,,,,,,
0,1,1,1,1,2,1,1,,,,,,,,,
0,0,1,1,2,1,1,1,,,,,,,,,
1,1,2,3,2,2,1,1,,,,,,,,,
1,0,1,1,2,1,1,1,,,,,,,,,
0,0,2,1,1,2,1,1,,,,,,,,,
0,0,1,1,2,2,1,1,,,,,,,,,
24,1,1,2,2,1,2,2,,,,,,,,,
0,0,2,1,2,1,1,1,,,,,,,,,
0,0,1,2,4,1,1,1,,,,,,,,,
6,0,1,3,4,2,2,2,,,,,,,,,
0,1,1,3,2,2,2,1,,,,,,,,,
3,1,1,1,2,2,1,1,,,,,,,,,
0,1,1,1,2,1,2,1,,,,,,,,,
14,0,1,2,2,2,1,2,,,,,,,,,
0,1,1,1,1,1,1,1,,,,,,,,,
0,0,1,1,1,1,1,1,,,,,,,,,
4,1,1,1,2,1,1,1,,,,,,,,,
2,0,1,1,2,1,2,1,,,,,,,,,
6,1,1,1,1,1,2,2,,,,,,,,,
6,1,1,1,2,2,2,2,,,,,,,,,
2,0,2,2,1,1,1,1,,,,,,,,,
0,0,1,1,1,2,1,1,,,,,,,,,
1,0,1,3,2,1,1,1,,,,,,,,,
0,1,1,3,1,1,2,2,,,,,,,,,
0,1,2,3,2,1,2,1,,,,,,,,,
2,1,2,1,4,1,1,1,,,,,,,,,
8,1,2,1,4,2,2,2,,,,,,,,,
0,0,2,1,1,2,2,1,,,,,,,,,
9,1,1,2,2,1,2,2,,,,,,,,,
0,0,2,1,2,1,2,1,,,,,,,,,
2,1,1,3,1,1,2,2,,,,,,,,,
11,1,1,1,2,2,2,2,,,,,,,,,
0,0,1,1,2,1,1,1,,,,,,,,,
4,0,1,2,1,1,2,1,,,,,,,,,
4,1,1,1,2,1,1,1,,,,,,,,,
1,1,1,1,2,1,1,1,,,,,,,,,
0,0,2,3,2,2,1,1,,,,,,,,,
4,1,1,2,6,1,1,1,,,,,,,,,
4,1,2,1,2,1,2,1,,,,,,,,,
2,0,2,1,1,1,1,1,,,,,,,,,
3,1,2,1,1,1,1,1,,,,,,,,,
14,1,1,1,2,1,2,2,,,,,,,,,
3,1,1,1,2,1,2,1,,,,,,,,,
0,1,1,1,1,2,2,1,,,,,,,,,
2,1,1,3,2,1,2,1,,,,,,,,,
5,0,1,1,2,2,2,2,,,,,,,,,
27,0,1,2,2,2,2,2,,,,,,,,,
1,0,1,1,2,1,1,1,,,,,,,,,
0,0,1,3,2,2,1,1,,,,,,,,,
0,0,1,3,2,1,2,1,,,,,,,,,
5,1,1,1,2,1,2,2,,,,,,,,,
0,0,1,3,6,1,2,2,,,,,,,,,
0,0,2,1,2,1,1,1,,,,,,,,,
7,0,2,2,2,2,2,2,,,,,,,,,
6,0,1,2,2,2,1,2,,,,,,,,,
0,1,1,1,1,2,1,1,,,,,,,,,
13,1,1,2,2,1,1,2,,,,,,,,,
3,0,1,2,2,1,1,1,,,,,,,,,
2,1,1,1,1,2,1,1,,,,,,,,,
0,1,1,3,2,2,1,1,,,,,,,,,
8,1,1,1,2,1,2,2,,,,,,,,,
0,0,1,1,1,2,2,1,,,,,,,,,
0,0,2,1,1,1,1,1,,,,,,,,,
5,1,1,1,2,1,2,2,,,,,,,,,
2,0,2,3,2,1,2,1,,,,,,,,,
4,0,2,1,1,2,1,1,,,,,,,,,
0,0,1,2,4,1,1,1,,,,,,,,,
0,0,1,3,1,1,1,2,,,,,,,,,
6,1,1,1,2,2,2,2,,,,,,,,,
0,1,1,3,1,1,1,2,,,,,,,,,
0,0,1,3,6,1,2,2,,,,,,,,,
4,1,1,3,1,1,1,2,,,,,,,,,
1,0,1,2,2,1,1,1,,,,,,,,,
1,0,2,3,2,1,2,1,,,,,,,,,
1,1,1,3,2,1,2,1,,,,,,,,,
0,0,2,3,2,2,1,1,,,,,,,,,
1,0,1,2,2,2,1,1,,,,,,,,,
5,1,1,1,1,1,1,2,,,,,,,,,
0,0,1,1,2,2,1,1,,,,,,,,,
0,1,2,1,2,2,1,1,,,,,,,,,
1,0,1,1,1,1,1,1,,,,,,,,,
0,1,1,1,2,2,1,1,,,,,,,,,
1,1,2,2,1,2,1,1,,,,,,,,,
0,0,1,1,6,1,1,1,,,,,,,,,
2,0,1,1,2,2,2,1,,,,,,,,,
1,0,2,1,1,1,1,1,,,,,,,,,
1,1,1,1,2,1,1,1,,,,,,,,,
16,1,1,1,4,1,2,2,,,,,,,,,
2,0,1,2,2,1,1,1,,,,,,,,,
2,0,1,1,2,1,2,1,,,,,,,,,
0,0,1,3,4,2,2,2,,,,,,,,,
0,1,1,3,2,2,2,1,,,,,,,,,
1,1,2,1,2,1,2,1,,,,,,,,,
24,1,1,1,6,1,2,2,,,,,,,,,
26,1,1,1,4,1,2,2,,,,,,,,,
4,0,1,2,2,2,2,1,,,,,,,,,
0,0,2,3,2,1,2,1,,,,,,,,,
1,0,1,3,2,1,1,1,,,,,,,,,
1,1,2,3,2,1,1,1,,,,,,,,,
6,1,1,1,2,1,2,2,,,,,,,,,
0,0,1,3,6,1,1,2,,,,,,,,,
0,1,1,3,2,1,2,1,,,,,,,,,
9,1,2,1,2,2,2,2,,,,,,,,,
5,1,2,1,1,2,1,2,,,,,,,,,
0,0,1,3,2,1,1,1,,,,,,,,,
1,1,1,3,2,2,2,1,,,,,,,,,
15,1,2,1,2,1,2,2,,,,,,,,,
6,1,2,1,2,1,2,2,,,,,,,,,
0,0,1,2,2,1,1,1,,,,,,,,,
6,1,1,1,2,1,2,2,,,,,,,,,
2,1,1,3,2,1,1,1,,,,,,,,,
2,0,1,1,2,2,2,1,,,,,,,,,
16,1,1,1,2,1,2,2,,,,,,,,,
2,1,1,2,1,2,1,1,,,,,,,,,
2,1,1,2,1,2,1,1,,,,,,,,,
1,0,2,1,4,2,1,1,,,,,,,,,
9,0,1,2,2,1,1,2,,,,,,,,,
2,0,1,2,1,1,1,1,,,,,,,,,
0,0,1,3,2,1,2,1,,,,,,,,,
0,0,1,2,1,1,1,1,,,,,,,,,
4,0,1,1,2,1,1,1,,,,,,,,,
2,1,1,3,2,1,2,1,,,,,,,,,
2,1,1,3,2,1,2,1,,,,,,,,,
